"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 22 17:47:02 GMT 2024","Fri Mar 22 17:47:02 GMT 2024","13","","com.example.junit4.StepTest","","com.example.junit4.StepTest","lambdaStepTest","lambdaStepTest",""
"passed","Fri Mar 22 17:47:02 GMT 2024","Fri Mar 22 17:47:02 GMT 2024","14","","com.example.junit4.StepTest","","com.example.junit4.StepTest","annotatedStepTest","annotatedStepTest",""
